0.3599999, -0.08379721, -0.01857544, 8.702284, 0, 0.0032761678764046336875750446, 58013.64, -1653.94, -9, 0.004559922, 0.07619628, 321.0956, 1.306693, 0.9245149, 2.023613
 
0.3699999, 0.06687712, -0.01941342, 8.688951, 0, 0.0003305909346826854161733780, 57892.43, -1653.37, -9, 0.004559922, 0.07619628, 320.8058, 1.306644, 0.9245149, 2.023613
 
0.3799999, 0.2091752, -0.01874465, 8.675656, 0, -0.0025907495156140897508, 57771.63, -1652.801, -9, 0.004559922, 0.07619628, 320.5167, 1.30645, 0.9245149, 2.023613
 
0.3899999, 0.3303791, -0.01665289, 8.662404, 0, -0.00522469301795065251725, 57651.24, -1652.234, -9, 0.004559922, 0.07619628, 320.2282, 1.306246, 0.9245149, 2.023613
 
0.3999999, 0.4197681, -0.0133491, 8.649188, 0, -0.00733307295530163982215, 57531.25, -1651.669, -9, 0.004559922, 0.07619628, 319.9405, 1.306057, 0.9245149, 2.023613
 
0.4099999, 0.470011, -0.009151422, 8.636011, 0, -0.00873479680501625647110, 57411.65, -1651.105, -9, 0.004559922, 0.07619628, 319.6533, 1.305888, 0.9245149, 2.023613
 
0.4199999, 0.47723, -0.004451313, 8.622869, 0, -0.0093111251815397798576, 57292.45, -1650.542, -9, 0.004559922, 0.07619628, 319.3668, 1.305743, 0.9245149, 2.023613
 
0.4299999, 0.4414397, 0.0003209867, 8.609766, 0, -0.00901862638432554673314, 57173.63, -1649.98, -9, 0.004559922, 0.07619628, 319.0809, 1.305622, 0.9245149, 2.023613
 
0.4399998, 0.3666908, 0.004735383, 8.596699, 0, -0.00789649647612487378120, 57055.18, -1649.42, -9, 0.004559922, 0.07619628, 318.7956, 1.305524, 0.9245149, 2.023613
 
0.4499998, 0.2602879, 0.008402291, 8.583666, 0, -0.0060549974638277899305565875, 56937.1, -1648.861, -9, 0.004559922, 0.07619628, 318.5108, 1.305447, 0.9245149, 2.023613
 
0.4599998, 0.1322366, 0.01100517, 8.570676, 0, -0.00366756802048230042718, 56819.5, -1648.302, -9, 0.004559922, 0.07619628, 318.2269, 1.305385, 0.9245149, 2.023613
 
0.4699998, -0.00566997, 0.01232754, 8.557724, 0, -0.000954892933613433317908, 56702.25, -1647.746, -9, 0.004559922, 0.07619628, 317.9436, 1.305332, 0.9245149, 2.023613
 
0.4799998, -0.1410117, 0.01227084, 8.544806, 0, 0.00183770552287918834128, 56585.37, -1647.191, -9, 0.004559922, 0.07619628, 317.6608, 1.305179, 0.9245149, 2.023613
 
0.4899998, -0.2617289, 0.01086072, 8.531923, 0, 0.0044604274416454679315049849, 56468.85, -1646.637, -9, 0.004559922, 0.07619628, 317.3786, 1.304979, 0.9245149, 2.023613
 
0.4999998, -0.3574313, 0.008243429, 8.519082, 0, 0.00668332473716783342016, 56352.8, -1646.085, -9, 0.004559922, 0.07619628, 317.0973, 1.30479, 0.9245149, 2.023613
 
0.5099998, -0.4201472, 0.004669117, 8.50628, 0, 0.0083151445964799147458854091, 56237.11, -1645.534, -9, 0.004559922, 0.07619628, 316.8165, 1.304619, 0.9245149, 2.023613
 
0.5199998, -0.4448535, 0.0004676448, 8.493512, 0, 0.00921735224054169305325, 56121.79, -1644.984, -9, 0.004559922, 0.07619628, 316.5363, 1.304467, 0.9245149, 2.023613
 
0.5299998, -0.4302194, -0.00398089, 8.480781, 0, 0.00932311049457711555944, 56006.85, -1644.436, -9, 0.004559922, 0.07619628, 316.2568, 1.304338, 0.9245149, 2.023613
 
0.5399998, -0.3781405, -0.008283084, 8.468083, 0, 0.0086317972087037358413497298, 55892.28, -1643.888, -9, 0.004559922, 0.07619628, 315.9779, 1.304231, 0.9245149, 2.023613
 
0.5499998, -0.2938177, -0.01206449, 8.455426, 0, 0.00721427062589026307604, 55778.1, -1643.343, -9, 0.004559922, 0.07619628, 315.6996, 1.304144, 0.9245149, 2.023613
 
0.5599998, -0.1851323, -0.01500267, 8.442802, 0, 0.00520336892523719979938, 55664.3, -1642.798, -9, 0.004559922, 0.07619628, 315.4219, 1.304074, 0.9245149, 2.023613
 
0.5699998, -0.06197319, -0.01685399, 8.430209, 0, 0.00278260663078019325718, 55550.78, -1642.254, -9, 0.004559922, 0.07619628, 315.1447, 1.304015, 0.9245149, 2.023613
 
0.5799997, 0.06467929, -0.01747372, 8.417654, 0, 0.0001689084617224165405152220, 55437.66, -1641.712, -9, 0.004559922, 0.07619628, 314.868, 1.303962, 0.9245149, 2.023613
 
0.5899997, 0.1837607, -0.01682693, 8.40513, 0, -0.00240835020567637966848, 55324.92, -1641.171, -9, 0.004559922, 0.07619628, 314.5921, 1.303776, 0.9245149, 2.023613
 
0.5999997, 0.2849352, -0.01498932, 8.392649, 0, -0.0047235074162464261523938143, 55212.56, -1640.631, -9, 0.004559922, 0.07619628, 314.3167, 1.303588, 0.9245149, 2.023613
 
0.6099997, 0.3599415, -0.01213997, 8.380201, 0, -0.0065824462844284056461934038, 55100.59, -1640.093, -9, 0.004559922, 0.07619628, 314.0421, 1.303413, 0.9245149, 2.023613
 
0.6199997, 0.40266, -0.008540554, 8.367791, 0, -0.0078275630896383399616085916, 54988.99, -1639.556, -9, 0.004559922, 0.07619628, 313.7681, 1.303255, 0.9245149, 2.023613
 
0.6299997, 0.4101405, -0.004513954, 8.355417, 0, -0.0083622998736367734539371040, 54877.76, -1639.02, -9, 0.004559922, 0.07619628, 313.4947, 1.303117, 0.9245149, 2.023613
 
0.6399997, 0.3822631, -0.0004125498, 8.343078, 0, -0.00814760395635489038824, 54766.89, -1638.485, -9, 0.004559922, 0.07619628, 313.2219, 1.302999, 0.9245149, 2.023613
 
0.6499997, 0.3219898, 0.003410081, 8.330772, 0, -0.0072105639857848907020763761, 54656.38, -1637.952, -9, 0.004559922, 0.07619628, 312.9497, 1.302902, 0.9245149, 2.023613
 
0.6599997, 0.2351243, 0.006629979, 8.318501, 0, -0.00564273015855674646016, 54546.22, -1637.42, -9, 0.004559922, 0.07619628, 312.6781, 1.302822, 0.9245149, 2.023613
 
0.6699997, 0.1294791, 0.008981222, 8.306264, 0, -0.00358525660031373520050, 54436.4, -1636.89, -9, 0.004559922, 0.07619628, 312.407, 1.302755, 0.9245149, 2.023613
 
0.6799996, 0.01438285, 0.01027601, 8.294061, 0, -0.001220411026530762183, 54326.94, -1636.36, -9, 0.004559922, 0.07619628, 312.1365, 1.302697, 0.9245149, 2.023613
 
0.6899996, -0.1001575, 0.01041984, 8.28189, 0, 0.001245185578331439449880, 54217.82, -1635.832, -9, 0.004559922, 0.07619628, 311.8666, 1.302574, 0.9245149, 2.023613
 
0.6999996, -0.2044132, 0.009418268, 8.269752, 0, 0.00360133592427470100434, 54109.04, -1635.304, -9, 0.004559922, 0.07619628, 311.5973, 1.302388, 0.9245149, 2.023613
 
0.7099996, -0.2896845, 0.007374136, 8.257647, 0, 0.0056483554473371870537134468, 54000.6, -1634.778, -9, 0.004559922, 0.07619628, 311.3285, 1.302211, 0.9245149, 2.023613
 
0.7199996, -0.3491649, 0.00447729, 8.245576, 0, 0.0072179142522394077328, 53892.52, -1634.253, -9, 0.004559922, 0.07619628, 311.0603, 1.302048, 0.9245149, 2.023613
 
0.7299996, -0.3782848, 0.0009856417, 8.23354, 0, 0.00818305522176570392658, 53784.77, -1633.73, -9, 0.004559922, 0.07619628, 310.7926, 1.301901, 0.9245149, 2.023613
 
0.7399996, -0.3751468, -0.002797206, 8.221527, 0, 0.00847040143375125422998, 53677.29, -1633.207, -9, 0.004559922, 0.07619628, 310.5253, 1.301772, 0.9245149, 2.023613
 
0.7499996, -0.3406478, -0.006548673, 8.20955, 0, 0.0080659610255341341154080208, 53570.16, -1632.686, -9, 0.004559922, 0.07619628, 310.2586, 1.301663, 0.9245149, 2.023613
 
0.7599996, -0.2781953, -0.009955151, 8.197604, 0, 0.0070121177640977725486, 53463.39, -1632.165, -9, 0.004559922, 0.07619628, 309.9926, 1.301571, 0.9245149, 2.023613
 
0.7699996, -0.1933958, -0.0127371, 8.185695, 0, 0.0054035982546036742500470694, 53356.98, -1631.646, -9, 0.004559922, 0.07619628, 309.7272, 1.301494, 0.9245149, 2.023613
 
0.7799996, -0.09376223, -0.01467106, 8.173822, 0, 0.00338340631437231219325, 53250.95, -1631.128, -9, 0.004559922, 0.07619628, 309.4624, 1.301429, 0.9245149, 2.023613
 
0.7899995, 0.01209613, -0.01560868, 8.161977, 0, 0.001126946875282451021670, 53145.17, -1630.612, -9, 0.004559922, 0.07619628, 309.198, 1.30137, 0.9245149, 2.023613
 
0.7999995, 0.1152071, -0.01548772, 8.150164, 0, -0.0011733091649086400280355980, 53039.76, -1630.096, -9, 0.004559922, 0.07619628, 308.9342, 1.301249, 0.9245149, 2.023613
 
0.8099995, 0.2071509, -0.01433565, 8.138386, 0, -0.0033283654023810582820557314, 52934.71, -1629.581, -9, 0.004559922, 0.07619628, 308.6711, 1.301072, 0.9245149, 2.023613
 
0.8199995, 0.2804817, -0.01226414, 8.126637, 0, -0.00516056195137623198232, 52829.92, -1629.068, -9, 0.004559922, 0.07619628, 308.4084, 1.300904, 0.9245149, 2.023613
 
0.8299995, 0.3293419, -0.009459325, 8.114918, 0, -0.0065191909234017158775, 52725.48, -1628.556, -9, 0.004559922, 0.07619628, 308.1462, 1.300749, 0.9245149, 2.023613
 
0.8399995, 0.3502373, -0.006165907, 8.103234, 0, -0.00730000870881010433664, 52621.41, -1628.045, -9, 0.004559922, 0.07619628, 307.8847, 1.30061, 0.9245149, 2.023613
 
0.8499995, 0.3419861, -0.002663534, 8.091578, 0, -0.0074469193152966276189317897, 52517.57, -1627.535, -9, 0.004559922, 0.07619628, 307.6235, 1.300488, 0.9245149, 2.023613
 
0.8599995, 0.3057463, 0.0007563278, 8.079949, 0, -0.0069552980627369828612172857, 52414.07, -1627.026, -9, 0.004559922, 0.07619628, 307.3629, 1.300384, 0.9245149, 2.023613
 
0.8699995, 0.2449815, 0.003813791, 8.068357, 0, -0.0058739518982059792592264479, 52310.92, -1626.519, -9, 0.004559922, 0.07619628, 307.1029, 1.300295, 0.9245149, 2.023613
 
0.8799995, 0.1651215, 0.006263606, 8.056796, 0, -0.00430006227626553386567, 52208.09, -1626.012, -9, 0.004559922, 0.07619628, 306.8435, 1.30022, 0.9245149, 2.023613
 
0.8899994, 0.07300795, 0.007914821, 8.045268, 0, -0.00236879062503181291887, 52105.61, -1625.507, -9, 0.004559922, 0.07619628, 306.5847, 1.300154, 0.9245149, 2.023613
 
0.8999994, -0.02363623, 0.0086449, 8.033772, 0, -0.000242759502247233828402, 52003.45, -1625.003, -9, 0.004559922, 0.07619628, 306.3264, 1.300094, 0.9245149, 2.023613
 
0.9099994, -0.1167695, 0.008408538, 8.022306, 0, 0.0019003020113481702212, 51901.61, -1624.5, -9, 0.004559922, 0.07619628, 306.0687, 1.299933, 0.9245149, 2.023613
 
0.9199994, -0.1989163, 0.007240843, 8.010868, 0, 0.0038869844840458768923650023, 51800.03, -1623.998, -9, 0.004559922, 0.07619628, 305.8113, 1.299764, 0.9245149, 2.023613
 
0.9299994, -0.2637206, 0.005251681, 7.99946, 0, 0.0055602206863041830733, 51698.77, -1623.497, -9, 0.004559922, 0.07619628, 305.5545, 1.299603, 0.9245149, 2.023613
 
0.9399994, -0.3061851, 0.002614475, 7.988081, 0, 0.00678688083899261187680, 51597.82, -1622.997, -9, 0.004559922, 0.07619628, 305.2982, 1.299455, 0.9245149, 2.023613
 
0.9499994, -0.3232886, -0.0004473755, 7.976732, 0, 0.00747366034964390897136, 51497.17, -1622.498, -9, 0.004559922, 0.07619628, 305.0424, 1.299321, 0.9245149, 2.023613
 
0.9599994, -0.3141167, -0.003680262, 7.965413, 0, 0.0075724368461112059050759079, 51396.84, -1622, -9, 0.004559922, 0.07619628, 304.7872, 1.299203, 0.9245149, 2.023613
 
0.9699994, -0.2799156, -0.006821429, 7.954123, 0, 0.00708406186908806892726, 51296.8, -1621.504, -9, 0.004559922, 0.07619628, 304.5325, 1.299101, 0.9245149, 2.023613
 
0.9799994, -0.2237618, -0.009620585, 7.942863, 0, 0.00605321824707607832339, 51197.06, -1621.008, -9, 0.004559922, 0.07619628, 304.2782, 1.299013, 0.9245149, 2.023613
 
0.9899994, -0.1506318, -0.0118582, 7.931632, 0, 0.00457211635433422469163, 51097.63, -1620.513, -9, 0.004559922, 0.07619628, 304.0245, 1.298937, 0.9245149, 2.023613
 
0.9999993, -0.06664833, -0.01336452, 7.920434, 0, 0.0027651509500653170232, 50998.51, -1620.02, -9, 0.004559922, 0.07619628, 303.7713, 1.298871, 0.9245149, 2.023613
 
1.009999, 0.02129795, -0.014031, 7.909261, 0, 0.0007813247767083732388697019, 50899.69, -1619.528, -9, 0.004559922, 0.07619628, 303.5186, 1.298809, 0.9245149, 2.023613
 
1.019999, 0.1061357, -0.01381802, 7.898121, 0, -0.001218809102194213244044, 50801.17, -1619.037, -9, 0.004559922, 0.07619628, 303.2664, 1.298683, 0.9245149, 2.023613
 
1.029999, 0.1811817, -0.01275667, 7.887008, 0, -0.00307653718710832854178, 50702.94, -1618.547, -9, 0.004559922, 0.07619628, 303.0148, 1.29852, 0.9245149, 2.023613
 
1.039999, 0.2405813, -0.01094485, 7.875921, 0, -0.00464418073748245147146, 50605, -1618.057, -9, 0.004559922, 0.07619628, 302.7636, 1.298365, 0.9245149, 2.023613
 
1.049999, 0.2799426, -0.008539037, 7.864865, 0, -0.00580164692189541412064, 50507.36, -1617.569, -9, 0.004559922, 0.07619628, 302.5129, 1.298221, 0.9245149, 2.023613
 
1.059999, 0.296584, -0.005739611, 7.853842, 0, -0.00646417091839139504975, 50410.04, -1617.082, -9, 0.004559922, 0.07619628, 302.2628, 1.298091, 0.9245149, 2.023613
 
1.069999, 0.2895507, -0.002773772, 7.842849, 0, -0.0065847471720394401774, 50313.07, -1616.596, -9, 0.004559922, 0.07619628, 302.0134, 1.297975, 0.9245149, 2.023613
 
1.079999, 0.2598349, 0.0001217348, 7.831893, 0, -0.0061614467110061034750, 50216.44, -1616.112, -9, 0.004559922, 0.07619628, 301.7646, 1.297873, 0.9245149, 2.023613
 
1.089999, 0.2102375, 0.002720084, 7.820969, 0, -0.00523643646152525489472, 50120.13, -1615.629, -9, 0.004559922, 0.07619628, 301.5164, 1.297785, 0.9245149, 2.023613
 
1.099999, 0.1449546, 0.004822459, 7.810077, 0, -0.00388822463256670922724, 50024.14, -1615.147, -9, 0.004559922, 0.07619628, 301.2688, 1.297708, 0.9245149, 2.023613
 
1.109999, 0.06935441, 0.006272005, 7.799214, 0, -0.002227953003587483445, 49928.48, -1614.666, -9, 0.004559922, 0.07619628, 301.0218, 1.29764, 0.9245149, 2.023613
 
1.119999, -0.01048834, 0.00696555, 7.788384, 0, -0.0003895830686155931476471242, 49833.14, -1614.186, -9, 0.004559922, 0.07619628, 300.7754, 1.297577, 0.9245149, 2.023613
 
1.129999, -0.08827639, 0.006860666, 7.777586, 0, 0.001481187643091912074275, 49738.1, -1613.708, -9, 0.004559922, 0.07619628, 300.5295, 1.297437, 0.9245149, 2.023613
 
1.139999, -0.1579059, 0.005977903, 7.766817, 0, 0.0032365772942993846572288343, 49643.36, -1613.231, -9, 0.004559922, 0.07619628, 300.2842, 1.29728, 0.9245149, 2.023613
 
1.149999, -0.2141834, 0.004398844, 7.756077, 0, 0.0047430174722059769411435494, 49548.93, -1612.755, -9, 0.004559922, 0.07619628, 300.0394, 1.29713, 0.9245149, 2.023613
 
1.159999, -0.2529823, 0.00225701, 7.745368, 0, 0.00588662435707964779304, 49454.78, -1612.281, -9, 0.004559922, 0.07619628, 299.7952, 1.296989, 0.9245149, 2.023613
 
1.169999, -0.2716345, -0.0002728132, 7.734684, 0, 0.0065839859147580200178, 49360.92, -1611.807, -9, 0.004559922, 0.07619628, 299.5514, 1.296861, 0.9245149, 2.023613
 
1.179999, -0.2690538, -0.002989158, 7.724031, 0, 0.00678695012408255885392, 49267.35, -1611.334, -9, 0.004559922, 0.07619628, 299.3082, 1.296746, 0.9245149, 2.023613
 
1.189999, -0.2458148, -0.005679696, 7.713404, 0, 0.00648643941628960446884, 49174.05, -1610.863, -9, 0.004559922, 0.07619628, 299.0654, 1.296644, 0.9245149, 2.023613
 
1.199999, -0.2040886, -0.008137845, 7.702805, 0, 0.00571288553769205209457, 49081.04, -1610.392, -9, 0.004559922, 0.07619628, 298.8231, 1.296554, 0.9245149, 2.023613
 
1.209999, -0.1474609, -0.01017873, 7.692232, 0, 0.0045336715734618198108084415, 48988.3, -1609.922, -9, 0.004559922, 0.07619628, 298.5813, 1.296475, 0.9245149, 2.023613
 
1.219999, -0.08042503, -0.01165334, 7.681687, 0, 0.00304239614999812194912, 48895.82, -1609.454, -9, 0.004559922, 0.07619628, 298.34, 1.296405, 0.9245149, 2.023613
 
1.229999, -0.008401191, -0.01245759, 7.671167, 0, 0.00136036692620769640128, 48803.61, -1608.986, -9, 0.004559922, 0.07619628, 298.099, 1.296339, 0.9245149, 2.023613
 
1.239999, 0.06316085, -0.0125416, 7.660674, 0, -0.000384345300076662277741, 48711.66, -1608.52, -9, 0.004559922, 0.07619628, 297.8586, 1.296256, 0.9245149, 2.023613
 
1.249999, 0.1287289, -0.01190999, 7.650204, 0, -0.00205606426031423182017, 48619.96, -1608.054, -9, 0.004559922, 0.07619628, 297.6185, 1.296104, 0.9245149, 2.023613
 
1.259999, 0.1833678, -0.0106227, 7.63976, 0, -0.0035271026905587740396835873, 48528.52, -1607.589, -9, 0.004559922, 0.07619628, 297.3789, 1.295957, 0.9245149, 2.023613
 
1.269999, 0.2231796, -0.008789026, 7.629339, 0, -0.0046893568144691549782427936, 48437.32, -1607.125, -9, 0.004559922, 0.07619628, 297.1396, 1.295819, 0.9245149, 2.023613
 
1.279999, 0.2454785, -0.00655723, 7.618943, 0, -0.0054601685505654584532, 48346.37, -1606.662, -9, 0.004559922, 0.07619628, 296.9008, 1.295691, 0.9245149, 2.023613
 
1.289999, 0.2488267, -0.004102445, 7.608569, 0, -0.0057847155391556791262066917, 48255.66, -1606.199, -9, 0.004559922, 0.07619628, 296.6624, 1.295575, 0.9245149, 2.023613
 
1.299999, 0.2333725, -0.001614177, 7.598219, 0, -0.00564593700047758622406, 48165.18, -1605.738, -9, 0.004559922, 0.07619628, 296.4243, 1.295471, 0.9245149, 2.023613
 
1.309999, 0.2006153, 0.0007195479, 7.587892, 0, -0.0050606130711418598459734861, 48074.93, -1605.277, -9, 0.004559922, 0.07619628, 296.1865, 1.295379, 0.9245149, 2.023613
 
1.319999, 0.1532206, 0.002725701, 7.577587, 0, -0.004076352914701015632, 47984.91, -1604.817, -9, 0.004559922, 0.07619628, 295.9491, 1.295296, 0.9245149, 2.023613
 
1.329999, 0.09512447, 0.004257907, 7.567302, 0, -0.00277558034275125281871, 47895.1, -1604.358, -9, 0.004559922, 0.07619628, 295.712, 1.295223, 0.9245149, 2.023613
 
1.339999, 0.03083255, 0.005209152, 7.557039, 0, -0.001259462691226279614760, 47805.52, -1603.899, -9, 0.004559922, 0.07619628, 295.4753, 1.295154, 0.9245149, 2.023613
 
1.349999, -0.03475662, 0.005517477, 7.546797, 0, 0.000355897548840010820349, 47716.14, -1603.441, -9, 0.004559922, 0.07619628, 295.2389, 1.295071, 0.9245149, 2.023613
 
1.359999, -0.09667423, 0.005169911, 7.536573, 0, 0.00194755213485670714636, 47626.98, -1602.984, -9, 0.004559922, 0.07619628, 295.0027, 1.294923, 0.9245149, 2.023613
 
1.369999, -0.1504179, 0.004203169, 7.526372, 0, 0.0033982822220690531812, 47538.02, -1602.528, -9, 0.004559922, 0.07619628, 294.7669, 1.294779, 0.9245149, 2.023613
 
1.379999, -0.1920989, 0.00269899, 7.516192, 0, 0.0046008536699667568169, 47449.28, -1602.072, -9, 0.004559922, 0.07619628, 294.5313, 1.294642, 0.9245149, 2.023613
 
1.389999, -0.2189434, 0.0007780002, 7.506026, 0, 0.00547169340182621934960, 47360.72, -1601.616, -9, 0.004559922, 0.07619628, 294.2961, 1.294513, 0.9245149, 2.023613
 
1.399999, -0.229131, -0.001411433, 7.495883, 0, 0.0059481840297827116144538023, 47272.37, -1601.162, -9, 0.004559922, 0.07619628, 294.0611, 1.294395, 0.9245149, 2.023613
 
1.409999, -0.2222572, -0.003702744, 7.486338, 0, 0.0060011583445348234636526836, 47184.21, -1600.832, -9, 0.004559922, 0.07619628, 293.8263, 1.294316, 0.9245149, 2.023613
 
1.419999, -0.1991757, -0.005925315, 7.478351, 0, 0.0056330029445519740920305649, 47096.27, -1600.832, -9, 0.004559922, 0.07619628, 293.5919, 1.294325, 0.9245149, 2.023613
 
1.429999, -0.1618328, -0.007917073, 7.470375, 0, 0.0048770838536674943619694974, 47008.51, -1600.832, -9, 0.004559922, 0.07619628, 293.3577, 1.294345, 0.9245149, 2.023613
 
1.439999, -0.1132784, -0.0095354, 7.462411, 0, 0.0037959888131259870175620487, 46920.95, -1600.832, -9, 0.004559922, 0.07619628, 293.1237, 1.294372, 0.9245149, 2.023613
 
