checksum,uptime mp,uptime nav, errorflag mp, errorflag nav,accel x, accel y, accel z, gyro x, gyro y, gyro z, mag x, mag y, mag z, magraw x, magraw y, magraw z, euler x, euler y, euler z, quat w, quat x, quat y, quat z, altitude, pressure, verticalvel,maxrecorded alt,  imutemp, barotemp, state,checksum2
101,149551,149406,0,0,-0.058315,0.143173,10.081173,-0.826102,1.400739,3.456672,-3.672661,30.533447,-44.416836,-1364.000000,1821.000000,-3039.000000,89.127733,-179.992984,-22.479126,0.136727,-0.138911,0.698796,0.688254,1341.294800,86128.609375,0.125522,1341.318115,2.47656223.750000,25.313292,0,202
101,151616,151485,0,0,-0.063952,0.141122,10.085891,0.145269,2.061173,3.849444,-3.868210,30.624981,-44.650684,-1396.000000,1837.000000,-3055.000000,89.109824,-179.937577,-20.879876,0.126750,-0.129498,0.700713,0.690048,1341.233398,86130.039062,0.035591,1341.318115,2.41516123.750000,25.350399,0,202
101,153701,153563,0,0,-0.066597,0.136030,10.076342,0.999089,1.744975,-2.007221,-3.697104,30.756569,-44.051449,-1368.000000,1860.000000,-3014.000000,89.125247,-179.944954,-23.132941,0.140356,-0.143187,0.697948,0.687507,1341.164551,86130.164062,-0.193270,1341.318115,2.34631323.750000,25.387505,0,202
101,155781,155644,0,0,-0.056071,0.145037,10.090577,0.084669,1.879317,2.917599,-3.550443,30.756569,-43.247589,-1344.000000,1860.000000,-2959.000000,89.107734,179.966400,-24.284289,0.147773,-0.149684,0.696693,0.685840,1341.223389,86127.968750,0.112833,1341.318115,2.40515123.750000,25.415335,0,202
101,157863,157725,0,0,-0.065496,0.142956,10.081340,0.465663,2.034737,2.929385,-3.605441,30.802336,-44.270683,-1353.000000,1868.000000,-3029.000000,89.099155,-179.972712,-23.543905,0.142957,-0.145555,0.697621,0.686805,1341.189941,86130.257812,-0.298358,1341.322388,2.37170423.875000,25.452440,0,202
101,159987,159884,0,0,-0.063863,0.145629,10.092052,-0.557023,0.904777,-2.063519,-3.623773,30.573496,-43.963753,-1378.000000,1828.000000,-3008.000000,89.102113,-179.980225,-22.949379,0.139441,-0.141885,0.698358,0.687547,1341.315430,86127.414062,-0.113044,1341.391113,2.49719223.875000,25.484907,0,202
101,162059,161972,0,0,-0.053420,0.152052,10.087631,-0.433453,1.309170,-2.703846,-3.745992,30.768011,-43.203743,-1376.000000,1862.000000,-2956.000000,89.085249,179.993557,-20.942666,0.127521,-0.129495,0.700866,0.689750,1341.207886,86129.484375,-0.197592,1341.391113,2.38964823.875000,25.522013,0,202
101,164127,163982,0,0,-0.059347,0.146822,10.083575,-0.413737,2.263732,-2.930650,-3.752103,30.682196,-44.606842,-1377.000000,1847.000000,-3052.000000,89.091949,-179.991945,-22.935157,0.139415,-0.141740,0.698451,0.687487,1341.229004,86129.812500,-0.047848,1341.391113,2.41076724.000000,25.549843,0,202
101,166215,166070,0,0,-0.044161,0.139446,10.082856,-0.113772,1.385300,-3.285161,-3.703216,30.682196,-44.387608,-1369.000000,1847.000000,-3037.000000,89.159609,179.932263,-23.622819,0.144085,-0.145390,0.697277,0.686953,1341.199341,86128.195312,-0.085436,1341.391113,2.38110424.000000,25.582310,0,202
101,168303,168158,0,0,-0.060566,0.148489,10.087146,0.975035,2.336195,-2.867847,-3.654328,30.642147,-43.159897,-1362.000000,1840.000000,-2953.000000,89.077941,-179.997177,-23.017992,0.139926,-0.142231,0.698439,0.687294,1341.276123,86128.664062,0.007169,1341.391113,2.45788623.875000,25.610138,0,202
101,170391,170246,0,0,-0.056799,0.151512,10.091364,0.053027,0.883473,3.383791,-3.654328,30.705078,-44.358376,-1361.000000,1851.000000,-3035.000000,89.084245,179.964666,-23.175252,0.141110,-0.142953,0.698252,0.687092,1341.213867,86128.710938,-0.036525,1341.391113,2.39563024.000000,25.647243,0,202
101,172479,172334,0,0,-0.051811,0.141576,10.083329,0.273648,2.389709,4.430010,-3.733770,30.750847,-43.057587,-1374.000000,1859.000000,-2946.000000,89.124994,179.988776,-21.910642,0.133419,-0.135336,0.699514,0.688885,1341.232056,86128.460938,-0.099067,1341.391113,2.41381824.000000,25.679708,0,202
101,174567,174424,0,0,-0.050165,0.170766,10.095178,-1.063640,1.654016,3.660312,-3.752103,30.996855,-43.437592,-1377.000000,1902.000000,-2972.000000,89.006968,179.904656,-22.974388,0.140175,-0.141463,0.699038,0.686793,1341.245605,86129.000000,0.060106,1341.391113,2.42736824.125000,25.712175,0,202
101,176697,176588,0,0,-0.060340,0.148428,10.083632,-0.094193,1.689571,3.825764,-3.458779,30.899595,-44.226833,-1329.000000,1869.000000,-3004.000000,89.085713,179.986167,-23.685071,0.144036,-0.146185,0.697573,0.686494,1341.266846,86128.031250,-0.041371,1341.391113,2.44860824.125000,25.744642,0,202
