checksum,uptime mp,uptime nav, errorflag mp, errorflag nav,accel x, accel y, accel z, gyro x, gyro y, gyro z, mag x, mag y, mag z, magraw x, magraw y, magraw z, euler x, euler y, euler z, quat w, quat x, quat y, quat z, altitude, pressure, verticalvel,maxrecorded alt,altitudeagl,filteredalt,imutemp, barotemp, state,checksum2
101,595338,595223,0,0,-0.161620,0.511942,9.902528,0.011606,0.203185,0.617096,-18.784939,41.352028,1.403099,-3837.000000,3712.000000,96.000000,7.666617,-86.967849,73.314697,0.608229,-0.371013,-0.579774,0.395308,1214.045044,87474.867188,0.270298,1.406860,1.062988,0.931101,32.500000,35.924019,0,202
101,597426,597273,0,0,-0.158732,0.513758,9.899217,-0.020456,0.158552,-0.323457,-18.870495,41.254768,0.102309,-3851.000000,3695.000000,7.000000,6.560606,-86.952925,71.913962,0.609544,-0.369739,-0.580422,0.393522,1213.857544,87480.960938,-0.121234,1.406860,0.875488,0.961290,32.500000,35.933353,0,202
101,599514,599388,0,0,-0.160520,0.500245,9.906900,0.346133,0.380622,0.019466,-18.815495,41.123184,-0.496931,-3842.000000,3672.000000,-34.000000,7.402790,-86.971831,72.705349,0.609456,-0.369345,-0.580854,0.393391,1214.034546,87476.875000,0.017347,1.406860,1.052490,1.079043,32.375000,35.961357,0,202
101,601602,601485,0,0,-0.160690,0.514830,9.894886,-0.062388,0.200826,-0.034791,-18.644390,41.277653,-0.862321,-3814.000000,3699.000000,-59.000000,5.975503,-86.936874,71.841050,0.607976,-0.372414,-0.578563,0.396155,1214.067139,87476.351562,0.070796,1.406860,1.085083,1.034213,32.500000,35.975361,0,202
101,603689,603536,0,0,-0.175370,0.503895,9.887946,0.148069,-0.118267,0.516969,-18.962156,41.071693,0.233850,-3866.000000,3663.000000,16.000000,5.602364,-86.911398,70.810695,0.610434,-0.369087,-0.580485,0.392660,1213.993896,87478.156250,0.109202,1.406860,1.011841,1.015501,32.500000,35.975361,0,202
101,605777,605651,0,0,-0.162060,0.501003,9.896757,0.367443,0.176571,0.572624,-18.833828,41.077415,-0.394621,-3845.000000,3664.000000,-27.000000,6.433397,-86.898803,72.136012,0.608620,-0.371322,-0.579000,0.395552,1214.047852,87474.914062,0.135182,1.406860,1.065796,1.031746,32.625000,35.989365,0,202
101,607865,607751,0,0,-0.157639,0.501165,9.902449,0.717935,0.098032,-0.220835,-19.041597,41.214722,0.146156,-3879.000000,3688.000000,10.000000,7.348151,-86.963034,72.539300,0.609890,-0.368758,-0.581158,0.392819,1214.015869,87476.546875,-0.038121,1.406860,1.033813,1.035175,32.500000,36.012699,0,202
101,609990,609906,0,0,-0.152793,0.512914,9.897411,-0.478867,-0.177238,0.207291,-18.766607,41.180393,0.993861,-3834.000000,3682.000000,68.000000,6.132072,-86.952994,71.431198,0.609819,-0.369573,-0.580508,0.393124,1214.029663,87474.476562,0.005818,1.406860,1.047607,1.041736,32.625000,36.022034,0,202
101,612059,611926,0,0,-0.164274,0.508654,9.907611,0.078501,0.196730,-0.595320,-18.888826,41.043091,0.482315,-3854.000000,3658.000000,33.000000,6.828244,-86.911842,72.101704,0.609953,-0.369101,-0.580534,0.393322,1214.037109,87476.312500,-0.095808,1.406860,1.055054,1.056376,32.625000,36.026703,0,202
101,614131,613976,0,0,-0.165453,0.512389,9.909270,-0.405848,-0.362862,-0.091416,-18.748276,41.031647,1.081555,-3831.000000,3656.000000,74.000000,7.017061,-86.918358,72.440891,0.609366,-0.369841,-0.580121,0.394146,1214.115601,87474.179688,0.122558,1.406860,1.133545,1.088161,32.625000,36.022034,0,202
101,616217,616091,0,0,-0.166759,0.509056,9.902219,0.250854,0.041955,-0.417542,-19.072155,41.077415,1.037708,-3884.000000,3664.000000,71.000000,6.785493,-86.903523,71.861957,0.610676,-0.368080,-0.581117,0.392294,1214.101074,87476.156250,-0.037919,1.406860,1.119019,1.117564,32.500000,36.054707,0,202
101,618305,618190,0,0,-0.162279,0.508398,9.903156,0.211442,0.634413,0.588689,-18.992712,40.951550,0.073078,-3871.000000,3642.000000,5.000000,6.343714,-86.940672,71.377997,0.610740,-0.368128,-0.581344,0.391814,1214.060181,87477.718750,-0.089804,1.406860,1.078125,1.150911,32.500000,36.064041,0,202
101,620393,620248,0,0,-0.163021,0.500747,9.897593,0.080640,0.210299,-0.267611,-18.968267,41.311981,-0.453084,-3867.000000,3705.000000,-31.000000,6.876495,-86.916445,71.903970,0.610764,-0.367860,-0.581357,0.392007,1214.156738,87474.718750,0.162529,1.406860,1.174683,1.126058,32.625000,36.068710,0,202
101,622481,622356,0,0,-0.165204,0.508971,9.889854,-0.362698,0.135120,0.076156,-18.839937,41.174671,-0.087694,-3846.000000,3681.000000,-6.000000,6.236429,-86.914512,71.555466,0.609908,-0.369495,-0.580276,0.393402,1214.193970,87474.164062,-0.073830,1.406860,1.211914,1.179952,32.625000,36.078045,0,202
101,624569,624381,0,0,-0.167946,0.501612,9.899514,-0.130707,0.284727,0.214607,-18.729942,41.466450,-1.783104,-3828.000000,3732.000000,-122.000000,5.094672,-86.942263,70.688449,0.609068,-0.371290,-0.579291,0.394464,1214.132080,87476.953125,0.141330,1.406860,1.150024,1.252102,32.625000,36.092049,0,202
101,626698,626610,0,0,-0.163358,0.500537,9.897368,-0.131579,-0.339593,-0.338349,-18.674944,41.168949,1.373867,-3819.000000,3680.000000,94.000000,6.344084,-86.954851,71.925116,0.608797,-0.370954,-0.579650,0.394670,1214.161255,87474.890625,0.068705,1.406860,1.179199,1.178347,32.625000,36.101383,0,202
101,628777,628634,0,0,-0.161446,0.515997,9.901507,-0.271744,0.336385,-0.146274,-18.766607,41.134624,-0.073078,-3812.000000,3662.000000,-2.000000,5.977847,-86.925844,71.328950,0.609799,-0.369769,-0.580174,0.393463,1214.170898,87473.101562,-0.021096,1.406860,1.188843,1.126832,32.625000,36.106049,0,202
101,630855,630774,0,0,-0.156731,0.518200,9.900442,0.192169,0.018796,0.282669,-18.766607,41.014481,0.146156,-3834.000000,3653.000000,10.000000,7.771773,-86.870034,73.171987,0.609506,-0.369332,-0.580124,0.394401,1214.194824,87472.867188,-0.021786,1.406860,1.212769,1.211682,32.625000,36.120052,0,202
101,632938,632799,0,0,-0.158451,0.505347,9.888992,-0.646155,-0.493666,0.220823,-18.956045,41.106022,-0.160772,-3865.000000,3669.000000,-11.000000,6.685030,-86.915817,72.067047,0.609592,-0.369704,-0.580173,0.393848,1214.113037,87475.335938,0.064477,1.406860,1.130981,1.129217,32.625000,36.129387,0,202
101,635067,634962,0,0,-0.166367,0.505970,9.902554,0.301213,0.164096,-0.564978,-18.968267,41.134624,-0.803859,-3867.000000,3674.000000,-55.000000,6.557555,-86.921254,71.798723,0.610077,-0.369045,-0.580627,0.393045,1214.096802,87476.031250,-0.075340,1.406860,1.114746,1.116132,32.625000,36.148056,0,202
101,637125,636980,0,0,-0.166844,0.507417,9.902794,-0.599782,-0.106105,-0.580429,-18.992712,41.209003,0.380006,-3871.000000,3687.000000,26.000000,6.157815,-86.965295,71.414566,0.609901,-0.369401,-0.580711,0.392859,1214.083252,87474.218750,-0.151946,1.406860,1.101196,1.018792,32.625000,36.148056,0,202
101,639185,638995,0,0,-0.161710,0.508574,9.900984,0.402972,0.287723,-0.148402,-18.888826,41.117462,0.000000,-3854.000000,3671.000000,0.000000,6.998957,-86.999603,72.469256,0.608836,-0.370408,-0.580363,0.394075,1214.198730,87473.687500,-0.064141,1.406860,1.216675,1.186492,32.750000,36.162056,0,202
101,641273,641146,0,0,-0.158027,0.495033,9.899426,0.646592,0.018416,0.456171,-19.096598,41.060249,-0.380006,-3888.000000,3661.000000,-26.000000,7.244790,-86.995170,72.295578,0.610244,-0.368202,-0.581744,0.391922,1214.130737,87474.664062,0.008391,1.406860,1.148682,1.145120,32.625000,36.176060,0,202
101,643388,643235,0,0,-0.173438,0.501005,9.897847,-0.042063,0.022079,-0.145251,-18.784939,40.968716,0.453084,-3837.000000,3645.000000,31.000000,5.712789,-86.981742,71.078931,0.609540,-0.370133,-0.580349,0.393266,1214.190430,87474.992188,-0.069639,1.406860,1.208374,1.222180,32.625000,36.180729,0,202
101,645449,645332,0,0,-0.160694,0.504316,9.900401,-1.292072,-0.540489,0.375260,-18.937714,40.934387,0.321543,-3862.000000,3639.000000,22.000000,7.165974,-86.939750,72.326191,0.610141,-0.368553,-0.581106,0.392698,1214.168213,87475.062500,0.082485,1.406860,1.186157,1.186727,32.625000,36.194729,0,202
101,647537,647349,0,0,-0.157829,0.508508,9.892673,0.099548,-0.122413,-0.716946,-19.035488,41.203278,-0.321543,-3878.000000,3686.000000,-22.000000,6.625140,-86.941785,71.769210,0.610300,-0.368617,-0.581054,0.392467,1214.261475,87473.523438,0.052108,1.406860,1.279419,1.275861,32.750000,36.190063,0,202
101,649625,649499,0,0,-0.171406,0.485299,9.892378,0.141232,0.174934,-0.221272,-19.169928,41.197559,0.394621,-3900.000000,3685.000000,27.000000,5.510194,-87.021699,70.546954,0.610519,-0.368670,-0.581570,0.391312,1214.209961,87474.226562,0.047547,1.406860,1.227905,1.225467,32.750000,36.208733,0,202
101,651713,651597,0,0,-0.166921,0.512801,9.901088,-0.921670,0.184254,0.492246,-19.078264,41.151791,-0.657702,-3885.000000,3677.000000,-45.000000,7.741553,-86.873736,72.930977,0.610220,-0.368287,-0.580814,0.393257,1214.224609,87472.414062,0.097480,1.406860,1.242554,1.214169,32.750000,36.208733,0,202
101,653801,653647,0,0,-0.163687,0.496807,9.897943,-0.196476,-0.781444,0.153877,-19.121042,41.134624,0.219234,-3892.000000,3674.000000,15.000000,7.438342,-86.941785,72.576060,0.610152,-0.368379,-0.581246,0.392640,1214.137817,87475.437500,-0.158339,1.406860,1.155762,1.038212,32.750000,36.208733,0,202
101,655889,655763,0,0,-0.156727,0.509771,9.901400,-0.117410,-0.571052,-0.088534,-19.011045,41.300537,0.175387,-3874.000000,3703.000000,12.000000,6.237308,-86.913467,71.747176,0.609257,-0.370457,-0.579654,0.394422,1214.086548,87476.179688,-0.234967,1.406860,1.104492,1.117458,32.750000,36.236736,0,202
101,657977,657863,0,0,-0.156910,0.506743,9.894542,0.762000,0.521881,0.112025,-18.803274,41.100300,-0.906168,-3840.000000,3668.000000,-62.000000,6.749703,-86.944797,72.377008,0.608600,-0.371045,-0.579536,0.395057,1214.208740,87474.085938,0.243126,1.406860,1.226685,1.239888,32.750000,36.241402,0,202
101,660101,660018,0,0,-0.170269,0.493291,9.894294,-0.230870,0.199936,0.644338,-19.059933,41.077415,0.000000,-3882.000000,3664.000000,0.000000,6.478885,-86.979618,71.697151,0.609901,-0.369181,-0.580972,0.392681,1214.097168,87475.062500,-0.224173,1.406860,1.115112,1.080768,32.750000,36.255405,0,202
101,662171,662039,0,0,-0.167717,0.500506,9.897162,-0.748917,-0.414643,-0.262686,-18.760496,41.306259,-0.467699,-3833.000000,3704.000000,-32.000000,7.141960,-86.888537,72.628659,0.609260,-0.370006,-0.579799,0.394627,1214.086670,87476.898438,-0.139955,1.406860,1.104614,1.220581,32.750000,36.260071,0,202
101,664242,664092,0,0,-0.172045,0.510476,9.896847,-0.472185,-0.379367,-0.228412,-18.791052,41.237606,-0.277697,-3838.000000,3692.000000,-19.000000,6.573660,-86.976244,71.803798,0.609856,-0.369204,-0.580936,0.392781,1214.227173,87473.882812,0.253659,1.406860,1.245117,1.282583,32.875000,36.260071,0,202
101,666329,666203,0,0,-0.168092,0.510649,9.896039,0.387511,-0.384409,0.826774,-18.901047,41.214722,-0.482315,-3856.000000,3688.000000,-33.000000,6.653464,-86.898543,72.042096,0.609656,-0.369676,-0.580060,0.393941,1214.135376,87473.671875,-0.173256,1.406860,1.153320,1.095972,32.750000,36.278740,0,202
101,668417,668305,0,0,-0.156313,0.508110,9.898472,0.269328,-0.368370,0.436868,-19.108818,40.882900,-0.321543,-3890.000000,3630.000000,-22.000000,7.762927,-86.863812,72.837042,0.610656,-0.367656,-0.581141,0.392687,1214.114258,87476.156250,0.042994,1.406860,1.132202,1.030782,32.750000,36.292744,0,202
