Mach,CD Power-On
0.01,0.828788209923876
0.02,0.715373360603444
0.03,0.659563266091741
0.04,0.623908484060416
0.05,0.598264678756299
0.06,0.578512640248445
0.07,0.562601121405716
0.08,0.549370498204374
0.09,0.538106723827408
0.10,0.528340993771787
0.11,0.519750024820742
0.12,0.512102543398931
0.13,0.505227432722456
0.14,0.498995110379335
0.15,0.493305101023554
0.16,0.488078254527531
0.17,0.483250851740788
0.18,0.478771250251432
0.19,0.474597007209415
0.20,0.470692394976161
0.21,0.467027758874008
0.22,0.463577948587572
0.23,0.460321045813134
0.24,0.457238616457724
0.25,0.454314555605518
0.26,0.451987520314721
0.27,0.450550718589273
0.28,0.449785302756549
0.29,0.449069970647248
0.30,0.448470388507418
0.31,0.448785516432695
0.32,0.449100790973047
0.33,0.449415858734694
0.34,0.449731071825654
0.35,0.45004625323471
0.36,0.450361402329088
0.37,0.450676694854428
0.38,0.450991953811461
0.39,0.451307002204841
0.40,0.451622192166387
0.41,0.451937523082919
0.42,0.452252641596225
0.43,0.452567899849594
0.44,0.452883120866796
0.45,0.453198304049755
0.46,0.453513448804102
0.47,0.453828554539133
0.48,0.454143797042214
0.49,0.454458999355469
0.50,0.454774160899033
0.51,0.455089281096593
0.52,0.455404535749791
0.53,0.455719747914912
0.54,0.456034917026137
0.55,0.456350042521089
0.56,0.456665123840808
0.57,0.456980336804148
0.58,0.457295504484469
0.59,0.456816928801896
0.60,0.456338306741858
0.61,0.456666198018211
0.62,0.456964763680846
0.63,0.45726257585119
0.64,0.457559810371077
0.65,0.457856643085522
0.66,0.458152897093841
0.67,0.458448748247338
0.68,0.458743843277139
0.69,0.459038534415164
0.70,0.459332644773112
0.71,0.45962635021457
0.72,0.459919297482857
0.73,0.460212015196416
0.74,0.460503973730093
0.75,0.460795525333815
0.76,0.461086493137148
0.77,0.461377053021409
0.78,0.46166702812194
0.79,0.461956417951363
0.80,0.462245398399561
0.81,0.462533792610374
0.82,0.462821776479286
0.83,0.463109173155697
0.84,0.463396158540609
0.85,0.463682555788896
0.86,0.46396836443257
0.87,0.464253760380753
0.88,0.464538743170808
0.89,0.464823135968318
0.90,0.46510693831592
0.91,0.468269665496468
0.92,0.477757847038113
0.93,0.488708666584572
0.94,0.496378033365021
0.95,0.50404740014547
0.96,0.511716766925919
0.97,0.519386133706369
0.98,0.527055500486818
0.99,0.534724867267267
1.00,0.542394234047717
1.01,0.550063600828166
1.02,0.557732967608615
1.03,0.565402334389064
1.04,0.573071701169514
1.05,0.580741067949963
1.06,0.578798992025493
1.07,0.57688768499961
1.08,0.575006241755125
1.09,0.573153835512167
1.10,0.57132964203278
1.11,0.569532901645354
1.12,0.567762872254096
1.13,0.566018816128499
1.14,0.564300056990029
1.15,0.562605917240582
1.16,0.560044150652555
1.17,0.557476877902604
1.18,0.5549361583078
1.19,0.552421539864659
1.20,0.549623363137401
1.21,0.546687918074802
1.22,0.543786998999022
1.23,0.540915653737372
1.24,0.538072396589533
1.25,0.53525608169701
1.26,0.532465795117573
1.27,0.529700954507015
1.28,0.526960936128266
1.29,0.524245216081308
1.30,0.521553075303454
1.31,0.518884353367104
1.32,0.51623831015714
1.33,0.513614717051407
1.34,0.511012991716167
1.35,0.50843294158942
1.36,0.505874034573277
1.37,0.503335986841408
1.38,0.50081849365069
1.39,0.498321214586813
1.40,0.495843759105012
1.41,0.493385826543685
1.42,0.49094711950029
1.43,0.488527475194383
1.44,0.486126509606543
1.45,0.483743993458039
1.46,0.481379640991706
1.47,0.479033135616175
1.48,0.476704424581861
1.49,0.474393090232861
1.50,0.472098913080596
1.51,0.469821772731936
1.52,0.467561360589948
1.53,0.465317584647207
1.54,0.463090034770149
1.55,0.460878734030535
1.56,0.4586832772474
1.57,0.456503712093053
1.58,0.45433963696957
1.59,0.452190996046603
1.60,0.450057527667569
1.61,0.447939145440278
1.62,0.445835619448447
1.63,0.443746884992444
1.64,0.441672590129101
1.65,0.439612800536796
1.66,0.437567266783545
1.67,0.435535750036962
1.68,0.433518332937244
1.69,0.431514653113622
1.70,0.429524713179482
1.71,0.427548272654396
1.72,0.425585219283772
1.73,0.423635525403198
1.74,0.421698981581932
1.75,0.419775580749992
1.76,0.417865000325881
1.77,0.415967251704625
1.78,0.414082214869631
1.79,0.412209796802466
1.80,0.410349789856492
1.81,0.40850221032943
1.82,0.406666952919076
1.83,0.40484383029749
1.84,0.40303274632817
1.85,0.40123362480231
1.86,0.399446373737651
1.87,0.397670919036048
1.88,0.395907159863971
1.89,0.394155034070686
1.90,0.392414444810729
1.91,0.390685238802721
1.92,0.388967440953223
1.93,0.387260854258329
1.94,0.385565442144612
1.95,0.383881208415217
1.96,0.382207900430641
1.97,0.380545644574815
