Mach,CD Power-Off
0.01,0.880524361124723
0.02,0.765498217429673
0.03,0.708815496628726
0.04,0.672566928182847
0.05,0.646476242431838
0.06,0.626367394913822
0.07,0.610159234020153
0.08,0.596675688853608
0.09,0.58519169417083
0.10,0.575231213486548
0.11,0.566465870771925
0.12,0.558660612401426
0.13,0.551641430456349
0.14,0.545276840344107
0.15,0.539464464116401
0.16,0.534123896206811
0.17,0.529190316746606
0.18,0.524611194590164
0.19,0.520343179300504
0.20,0.51635025480749
0.21,0.512601840403563
0.22,0.509072446734793
0.23,0.5057400222443
0.24,0.502585463141648
0.25,0.499592494246978
0.26,0.497195092472192
0.27,0.496065950372768
0.28,0.49500214580506
0.29,0.493998794502137
0.30,0.493051265876319
0.31,0.492884275623219
0.32,0.49313023693997
0.33,0.49337607382964
0.34,0.493622084465313
0.35,0.493868118622213
0.36,0.494114175547879
0.37,0.494360403962121
0.38,0.494606504186778
0.39,0.494852774418532
0.40,0.49509906445602
0.41,0.495345373570002
0.42,0.495591701035761
0.43,0.495838195600632
0.44,0.49608455761375
0.45,0.496331085298879
0.46,0.496577628481513
0.47,0.49682418645905
0.48,0.497070758533202
0.49,0.497317493477516
0.50,0.497564241134682
0.51,0.497811000819152
0.52,0.498057771849562
0.53,0.498304553548692
0.54,0.498551494710984
0.55,0.498798445199861
0.56,0.499045404350347
0.57,0.499292371501479
0.58,0.499539345996281
0.59,0.499786476649279
0.60,0.500033613343821
0.61,0.500968156701842
0.62,0.501877594266277
0.63,0.502786587545528
0.64,0.503695135905877
0.65,0.504603238717381
0.66,0.505511044821387
0.67,0.506418404127855
0.68,0.507325166550427
0.69,0.508231630409057
0.70,0.509137795092224
0.71,0.510043361056902
0.72,0.510948626633847
0.73,0.511853292287149
0.74,0.512757656354625
0.75,0.513661718242478
0.76,0.514565178425275
0.77,0.515468335251221
0.78,0.516371038669285
0.79,0.517273437566918
0.80,0.518175381899836
0.81,0.519076871094632
0.82,0.519977904581218
0.83,0.520878631260334
0.84,0.52177890110088
0.85,0.522678713542546
0.86,0.523578217495779
0.87,0.524477412406665
0.88,0.525375998789351
0.89,0.526274275031327
0.90,0.527172240588098
0.91,0.530757011824097
0.92,0.541511325532094
0.93,0.572758604294897
0.94,0.619121691258507
0.95,0.665484778222117
0.96,0.711847865185727
0.97,0.758210952149338
0.98,0.804574039112948
0.99,0.850937126076558
1.00,0.897300213040169
1.01,0.943663300003779
1.02,0.990026386967389
1.03,1.036389473931
1.04,1.08275256089461
1.05,1.12911564785822
1.06,1.16172242808778
1.07,1.19644473299404
1.08,1.23324942904258
1.09,1.27210973064575
1.10,1.31300436184476
1.11,1.35591608284394
1.12,1.40083129635024
1.13,1.44773935644726
1.14,1.49663232595164
1.15,1.54750422830087
1.16,1.53573209850954
1.17,1.51239113421668
1.18,1.49078402066568
1.19,1.47068360889602
1.20,1.45190285897641
1.21,1.43428585777366
1.22,1.41770207712315
1.23,1.40204056372846
1.24,1.38720688575483
1.25,1.37311955257652
1.26,1.35970808437748
1.27,1.34691145014027
1.28,1.3346758793216
1.29,1.32295430047027
1.30,1.31170478070986
1.31,1.30089074586684
1.32,1.29047870759637
1.33,1.28043957468554
1.34,1.27074654671055
1.35,1.26137610052268
1.36,1.25230634773643
1.37,1.24351784607108
1.38,1.23499289708832
1.39,1.22671530057512
1.40,1.2186702155607
1.41,1.21084404286736
1.42,1.20322440909525
1.43,1.1957999576672
1.44,1.18856008549623
1.45,1.18149502242364
1.46,1.17459577648568
1.47,1.16785400882783
1.48,1.16126208355033
1.49,1.15481264908517
1.50,1.14849895781034
1.51,1.14231490205091
1.52,1.13625458810182
1.53,1.13031262580848
1.54,1.12448368734166
1.55,1.1187631834314
1.56,1.11314642635493
1.57,1.10762947348189
1.58,1.10220796640825
1.59,1.09687856887844
1.60,1.09163732507644
1.61,1.08648117939848
1.62,1.08140681377378
1.63,1.07641140023461
1.64,1.07149192668422
1.65,1.06664595781343
1.66,1.0618708125917
1.67,1.05716404595107
1.68,1.05252348134734
1.69,1.04794689199661
1.70,1.0434322027914
1.71,1.03897748535498
1.72,1.03458070091598
1.73,1.03024032178685
1.74,1.02595449330878
1.75,1.02172171303386
1.76,1.01754034046771
1.77,1.01340877931324
1.78,1.00932571792985
1.79,1.00528989564149
1.80,1.00129988963673
1.81,0.997354481840501
1.82,0.993452601903256
1.83,0.989592856123573
1.84,0.985774430294777
1.85,0.981995917955432
1.86,0.978256601144454
1.87,0.974555398927177
1.88,0.970891358523478
1.89,0.967263729061877
1.90,0.963671550749748
1.91,0.960113860567809
1.92,0.956590110843461
1.93,0.953099217619493
1.94,0.949640693516046
1.95,0.946213792820106
1.96,0.942817598466757
1.97,0.939451786043246
1.98,0.936115485269913
1.99,0.932808032096855
2.00,0.929528908059605
2.01,0.926363063526962
2.02,0.923219973064966
2.03,0.920108286624381
2.04,0.917027247279905
2.05,0.913976267458941
2.06,0.910954853899499
2.07,0.907962477508303
2.08,0.904998459253626
2.09,0.902062284519511
2.10,0.899153448616751
2.11,0.896271547244637
2.12,0.89341596394511
2.13,0.890586294305506
2.14,0.887782125161696
2.15,0.885002852524956
2.16,0.882248281067001
2.17,0.879517760644222
2.18,0.876811049063905
2.19,0.874127770209546
2.20,0.871467383848361
2.21,0.868829585489716
2.22,0.866214129452412
2.23,0.863620512304274
2.24,0.861048457370336
2.25,0.85849765496997
2.26,0.85596760926941
2.27,0.853458258917329
2.28,0.850969235715463
2.29,0.848500084276062
2.30,0.846050615166091
2.31,0.843620618614958
2.32,0.841200924155356
2.33,0.838798702863238
2.34,0.836415077030587
2.35,0.83405010632893
2.36,0.831703276495602
2.37,0.829374348485059
2.38,0.827063070717464
2.39,0.824769381763277
2.40,0.822492926796173
2.41,0.820233391052874
2.42,0.81799070388701
2.43,0.815764566272052
2.44,0.813554817839918
2.45,0.811361267752492
2.46,0.809183539349271
2.47,0.807021677623058
2.48,0.804875336924456
2.49,0.802744408022156
2.50,0.800628689585817
2.51,0.798528002609324
2.52,0.79644199771798
2.53,0.794370837267973
2.54,0.792314086847383
2.55,0.790271681514528
2.56,0.788243406906202
2.57,0.786229232389708
2.58,0.784228806433649
2.59,0.782242129665885
2.60,0.780268849857824
2.61,0.778309068352618
2.62,0.776362547456199
2.63,0.774429082108716
2.64,0.772508753787414
2.65,0.77060104510115
2.66,0.768705946759862
2.67,0.766748544194045
2.68,0.764776203017487
2.69,0.762817400313144
2.70,0.760871707599839
2.71,0.758939145400321
2.72,0.757019597309745
2.73,0.755112902918484
2.74,0.753218925491248
2.75,0.751337404019871
2.76,0.749468440699622
2.77,0.747611843591446
2.78,0.745767242697844
2.79,0.743934820842629
2.80,0.742114418273909
2.81,0.740305849614543
2.82,0.738509017977384
2.83,0.736723847698242
2.84,0.734950090413683
2.85,0.733187740217972
2.86,0.731436637759967
2.87,0.729696747183115
2.88,0.727967885228973
2.89,0.726250059695114
2.90,0.724543003112226
2.91,0.722846827005499
2.92,0.72116123638052
2.93,0.71948618720446
2.94,0.717821598130867
2.95,0.716167457299266
2.96,0.714523549054183
2.97,0.712889852197942
2.98,0.71126621662134
2.99,0.709652654922465
3.00,0.708048944414689
3.01,0.706595833952235
3.02,0.705150954154389
3.03,0.703714174750813
3.04,0.702285450736002
3.05,0.700864818703622
3.06,0.699452026128675
3.07,0.698047153269984
3.08,0.696650135457437
3.09,0.69526083536627
3.10,0.693879199983832
3.11,0.692505290248331
3.12,0.691138876670093
3.13,0.689780001127506
3.14,0.688428622548286
3.15,0.687084605866332
3.16,0.685747870831946
3.17,0.6844184373961
3.18,0.683096329788968
3.19,0.681781311025736
3.20,0.680473436142607
3.21,0.67917268661236
3.22,0.6778789003384
3.23,0.676592039920072
3.24,0.675312181331347
3.25,0.674039070131641
3.26,0.672772886667335
3.27,0.671513377960243
3.28,0.670260620309184
3.29,0.669014465454797
3.30,0.66777497185375
3.31,0.66654202848038
3.32,0.665315563200724
3.33,0.664095673249928
3.34,0.662882107443046
3.35,0.661674935550372
3.36,0.660474123696929
3.37,0.659279525689399
3.38,0.658091230815465
3.39,0.656909073470848
3.40,0.655733153299125
3.41,0.654563221373446
3.42,0.653399443181697
3.43,0.652241681088512
3.44,0.651089832600826
3.45,0.649943900120678
3.46,0.648803938729396
3.47,0.64766985077338
3.48,0.646541531480621
3.49,0.645418938202487
3.50,0.644302052324184
3.51,0.643190937449812
3.52,0.642085459583788
3.53,0.64098559881195
3.54,0.639891201509676
3.55,0.638802468179361
3.56,0.637719149495002
3.57,0.636641320156957
3.58,0.635568953546795
3.59,0.634501907058918
3.60,0.633440179656249
3.61,0.6323838292567
3.62,0.631332706332117
3.63,0.6302868177058
3.64,0.629246118017804
3.65,0.628210562239978
3.66,0.627180150156496
3.67,0.6261548543301
3.68,0.625134620314988
