Mach,CD Power-Off
0.01,1.07300938768875
0.02,0.933223340971338
0.03,0.864010546950334
0.04,0.819622626564895
0.05,0.787607146619001
0.06,0.762891732608331
0.07,0.742944278979836
0.08,0.726331122200406
0.09,0.712167570211357
0.10,0.699872329181748
0.11,0.68904365196434
0.12,0.679394243329011
0.13,0.670711136030435
0.14,0.66283286311665
0.15,0.655634218924526
0.16,0.649016422526429
0.17,0.64289991960309
0.18,0.637220260324638
0.19,0.631924136195098
0.20,0.626967114661028
0.21,0.622312143202533
0.22,0.617927393914833
0.23,0.613785635623612
0.24,0.609863971827403
0.25,0.606141778421032
0.26,0.603037050148995
0.27,0.601033708614778
0.28,0.599516374175683
0.29,0.598080600557252
0.30,0.596720014366628
0.31,0.596298725881772
0.32,0.596561197384509
0.33,0.596823737612176
0.34,0.597086512265196
0.35,0.597349353600431
0.36,0.597612260606124
0.37,0.597875232276856
0.38,0.598138267613484
0.39,0.598401365623101
0.40,0.598664692043974
0.41,0.598927912445499
0.42,0.599191359303156
0.43,0.599454864923449
0.44,0.599718595068869
0.45,0.599982215332835
0.46,0.600246058214655
0.47,0.600509956044473
0.48,0.600773907883224
0.49,0.60103791279759
0.50,0.601302136584948
0.51,0.601566244873333
0.52,0.601830570196385
0.53,0.602094944918309
0.54,0.602359368133831
0.55,0.602624005668152
0.56,0.602888689901905
0.57,0.603153253221114
0.58,0.603418194917152
0.59,0.603683013936694
0.60,0.603948042856682
0.61,0.60498955240928
0.62,0.606002926881832
0.63,0.607015841766827
0.64,0.608028296211853
0.65,0.609040289369561
0.66,0.610051820397623
0.67,0.611062888458696
0.68,0.612073659445384
0.69,0.613083965805194
0.70,0.614093639990507
0.71,0.615103181358529
0.72,0.616112088921269
0.73,0.617120695320487
0.74,0.618128833027671
0.75,0.619136501243989
0.76,0.620143699175263
0.77,0.621150592756927
0.78,0.622157014478997
0.79,0.623162963561031
0.80,0.6241686059521
0.81,0.625173774155751
0.82,0.626178467404971
0.83,0.627182851662162
0.84,0.628186759444097
0.85,0.629190356721895
0.86,0.630193309295984
0.87,0.631195949871074
0.88,0.632198277706118
0.89,0.633200125339286
0.90,0.634201658762934
0.91,0.638514230042522
0.92,0.651451943881286
0.93,0.667572214939351
0.94,0.680406186297336
0.95,0.69324015765532
0.96,0.706074129013304
0.97,0.718908100371289
0.98,0.731742071729274
0.99,0.744576043087258
1.00,0.757410014445242
1.01,0.770243985803227
1.02,0.783077957161212
1.03,0.795911928519196
1.04,0.80874589987718
1.05,0.821579871235165
1.06,0.818628456980807
1.07,0.815711956437422
1.08,0.812829379793721
1.09,0.809979760220939
1.10,0.807162195974791
1.11,0.804375817907574
1.12,0.801619788986538
1.13,0.798893261198322
1.14,0.796195481714216
1.15,0.793525696541589
1.16,0.789932732743168
1.17,0.786335550007722
1.18,0.78276829944691
1.19,0.779230453224327
1.20,0.77572128870147
1.21,0.772240186610394
1.22,0.768786694725256
1.23,0.76536000525863
1.24,0.761959807385304
1.25,0.758585476849237
1.26,0.755236374201662
1.27,0.751912153709911
1.28,0.748612294111221
1.29,0.745336364902582
1.30,0.742083706350963
1.31,0.738895106539726
1.32,0.735792400642726
1.33,0.73274933635365
1.34,0.729758217484563
1.35,0.726815124481464
1.36,0.723917097961833
1.37,0.721062243700284
1.38,0.718248997632218
1.39,0.715476083132149
1.40,0.712742318062128
1.41,0.710046816744494
1.42,0.707388762528181
1.43,0.704767575129043
1.44,0.702182509331982
1.45,0.699633004504907
1.46,0.6971185469309
1.47,0.694638545036036
1.48,0.692192803183496
1.49,0.689780685507611
1.50,0.687401836979707
1.51,0.685056020400323
1.52,0.682742794030703
1.53,0.680461967812435
1.54,0.678213057902549
1.55,0.675995988677103
1.56,0.673810323902877
1.57,0.671656022442554
1.58,0.669532648438658
1.59,0.667440116634618
1.60,0.665378094666148
1.61,0.663346514061184
1.62,0.661345100613961
1.63,0.659373778927897
1.64,0.657432181590882
1.65,0.655520384276315
1.66,0.653638105874569
1.67,0.651785113218742
1.68,0.649961519244632
1.69,0.648166951239899
1.70,0.646401424686546
1.71,0.644664703433671
1.72,0.642956704550468
1.73,0.641277412845988
1.74,0.639626635507426
1.75,0.6380044070006
1.76,0.63641042394103
1.77,0.634844695194005
1.78,0.633307157984064
1.79,0.63179775238548
1.80,0.630316282625199
1.81,0.628862822043433
1.82,0.627437286596852
1.83,0.62603953069844
1.84,0.624669496362472
1.85,0.623327138498976
1.86,0.62201240351229
1.87,0.620725271862996
1.88,0.619465683376403
1.89,0.618233601132271
1.90,0.61702901139945
1.91,0.615851763676884
1.92,0.614701954387615
1.93,0.613579425812169
1.94,0.612484181767604
1.95,0.611416280958879
1.96,0.610375517136365
1.97,0.609362079957623
1.98,0.608375851396317
1.99,0.607416725494235
2.00,0.606484789537678
2.01,0.605696414858258
2.02,0.6049291478044
2.03,0.604195337992852
2.04,0.603494755768045
2.05,0.602827284025392
2.06,0.602192790046888
2.07,0.60159127450393
2.08,0.601022423522855
2.09,0.600486343999598
2.10,0.599982731933573
2.11,0.599511490504598
2.12,0.599072761869745
2.13,0.598666244762139
2.14,0.598291865892868
2.15,0.597949545277405
2.16,0.597639334662401
2.17,0.597360959010462
2.18,0.597114573208995
2.19,0.596900005093203
2.20,0.59671711775423
2.21,0.59656594799709
2.22,0.596446461050824
2.23,0.596358518479781
2.24,0.595403907647552
2.25,0.593084677109712
2.26,0.590782559029472
2.27,0.58849731462506
2.28,0.586228848254849
2.29,0.58397672853632
2.30,0.581740849637504
2.31,0.579521033346399
2.32,0.577317055119711
2.33,0.575128628955896
2.34,0.572955580620449
2.35,0.570797823955248
2.36,0.568655172788131
2.37,0.566527241148458
2.38,0.564413983012995
2.39,0.562315322757709
2.40,0.560230890610201
2.41,0.55816063601027
2.42,0.556104401504453
2.43,0.554061938716512
2.44,0.552033192143332
2.45,0.550018026012932
2.46,0.548016094354475
2.47,0.546027446096336
2.48,0.544051866179625
2.49,0.542089211102265
2.50,0.540139343036449
2.51,0.538202163587432
2.52,0.536277406337286
2.53,0.534365070944534
2.54,0.532465063232503
2.55,0.530577115902554
2.56,0.528701146803582
2.57,0.526837135060514
2.58,0.524984859417083
2.59,0.523144232692296
2.60,0.521315040732127
2.61,0.519497370480859
2.62,0.517691040138006
2.63,0.515895827158198
2.64,0.514111759432024
2.65,0.512338600045373
2.66,0.510576287813567
2.67,0.508824833831904
2.68,0.507084027463356
2.69,0.505353893346508
2.70,0.503634128070341
2.71,0.501924759008806
2.72,0.500225694864956
2.73,0.498536869504401
2.74,0.496858064054514
2.75,0.495189338677388
2.76,0.49353049004379
2.77,0.49188155698599
2.78,0.490242242745889
2.79,0.488612695097864
2.80,0.48699272175575
2.81,0.485382263946951
2.82,0.483781238165432
2.83,0.482189583203312
2.84,0.480607132211052
2.85,0.479033915911162
2.86,0.4774697646358
2.87,0.475914651901471
2.88,0.474368521345242
2.89,0.472831269867639
2.90,0.47130285829794
2.91,0.469783190123374
2.92,0.468272185361701
2.93,0.46676980249801
2.94,0.465275952971811
2.95,0.463790564409833
2.96,0.462313608471627
2.97,0.46084497703467
2.98,0.459384611138738
2.99,0.457932452330533
3.00,0.456488464147727
3.01,0.455240909794524
3.02,0.453999311475576
3.03,0.452763659656318
3.04,0.451533886178688
3.05,0.450309982403873
3.06,0.449091875647189
3.07,0.447879573049362
3.08,0.446673018620637
3.09,0.445472172302156
3.10,0.444277015560644
3.11,0.443087503900026
3.12,0.441903613440523
3.13,0.440725321464177
3.14,0.439552572423348
3.15,0.438385349992126
3.16,0.437223573024241
3.17,0.43606727643171
3.18,0.43491641263599
3.19,0.433770932983703
3.20,0.432630810304833
3.21,0.431496028249728
3.22,0.430366527986943
3.23,0.429242299684312
3.24,0.428123310650756
3.25,0.427009530093966
3.26,0.425900936214497
3.27,0.424797472912836
3.28,0.423699144324286
3.29,0.422605905401446
3.30,0.421517719956896
3.31,0.420434571032642
3.32,0.419356420613524
3.33,0.418283251967051
3.34,0.417215014531657
3.35,0.416151715385358
3.36,0.415093297765848
3.37,0.414039743609596
3.38,0.412991032473827
3.39,0.411947125253831
3.40,0.410907991016087
3.41,0.409873622905214
3.42,0.408843986222462
3.43,0.407819039616168
3.44,0.406798783401929
3.45,0.405783151282358
3.46,0.404772159335214
3.47,0.403765765680857
3.48,0.402763936290749
3.49,0.401766640987512
3.50,0.400773874101947
3.51,0.39978560188125
3.52,0.398801790661564
3.53,0.397822428186309
3.54,0.396847480965691
3.55,0.395876922633652
3.56,0.394910744854498
3.57,0.393948893070157
3.58,0.392991373207268
3.59,0.392038141594035
3.60,0.391089179469571
3.61,0.390144471741779
3.62,0.389203971499974
3.63,0.388267674322043
3.64,0.387335554745402
3.65,0.386407566143421
3.66,0.385483711460568
3.67,0.384563968942711
3.68,0.383648313556338
3.69,0.382736695097189
3.70,0.381829110028337
3.71,0.380925526270059
3.72,0.380025957720724
3.73,0.379130323228819
3.74,0.378238640076942
3.75,0.377350873173441
3.76,0.376466998224228
3.77,0.375586997430456
3.78,0.374710842322098
3.79,0.373838513162509
3.80,0.372969998586821
3.81,0.372105268425517
3.82,0.371244279345988
3.83,0.370387044040506
3.84,0.369533516130862
3.85,0.368683682678686
3.86,0.36783753691554
3.87,0.366995020404121
3.88,0.366156140152542
3.89,0.365320859219282
3.90,0.364489171037835
3.91,0.363661055429189
3.92,0.362836481607418
3.93,0.36201541883899
3.94,0.361197865528745
3.95,0.360383783310927
3.96,0.359573170723582
3.97,0.358765978810664
3.98,0.357962216900936
3.99,0.35716185742625
4.00,0.356364843084244
4.01,0.355571213163501
4.02,0.354780905400545
4.03,0.353993905365379
4.04,0.353210196358824
4.05,0.352429772329756
4.06,0.351652587096016
4.07,0.350878634712956
4.08,0.350107895879384
4.09,0.349340351339259
4.10,0.348575957904205
4.11,0.347814741731667
4.12,0.347056641059523
4.13,0.346301655511582
4.14,0.345549747376147
4.15,0.344800937709729
4.16,0.344055159456632
4.17,0.343312415394714
4.18,0.342572675659084
4.19,0.341835937631182
4.20,0.341102171907738
4.21,0.340371359786072
4.22,0.339643461284485
4.23,0.338918500420337
4.24,0.338196437292227
4.25,0.337477247623246
4.26,0.336760892376763
4.27,0.336047390018439
4.28,0.33533670080439
4.29,0.334628817008888
4.30,0.333923720284916
4.31,0.3332213662231
4.32,0.332521767457741
4.33,0.331824885557095
4.34,0.331130701157981
4.35,0.330439218635543
4.36,0.329750398617324
4.37,0.329064221713435
4.38,0.328380681885974
4.39,0.327699744469461
4.40,0.32702140823103
4.41,0.326345653746993
4.42,0.325672432661828
4.43,0.3250017591515
4.44,0.324333609277659
4.45,0.323667954582166
4.46,0.323004783513407
4.47,0.32234408283285
4.48,0.321685824186411
4.49,0.321029996188265
4.50,0.32037658127426
4.51,0.319725544938788
4.52,0.31907688661817
4.53,0.318430603812222
4.54,0.31778664276502
4.55,0.317145001002281
4.56,0.316505667512744
4.57,0.315868624962189
4.58,0.315233838935329
4.59,0.31460129857656
4.60,0.31397101213534
4.61,0.313342915559461
4.62,0.312717023653157
4.63,0.31209330861264
4.64,0.311471778737714
4.65,0.310852359517171
4.66,0.310235087198942
4.67,0.309619923442901
4.68,0.309006855279087
4.69,0.308395851031717
4.70,0.307786915090913
4.71,0.307180009237522
4.72,0.306575137921378
4.73,0.305972273642536
4.74,0.305371392844889
4.75,0.304772485458107
4.76,0.30417553085041
4.77,0.303580520076069
4.78,0.302987421884317
4.79,0.302396240929695
4.80,0.301806928596337
4.81,0.30121951091547
4.82,0.300633939328057
4.83,0.300050197282675
4.84,0.299468278915738
4.85,0.298888167731814
4.86,0.298309836603461
4.87,0.297733290410275
4.88,0.297158491420198
4.89,0.296585419580576
4.90,0.29601406588433
4.91,0.295444442296883
4.92,0.294876486254283
4.93,0.294310206450957
4.94,0.293745579567233
4.95,0.293182603502736
4.96,0.29262123368648
4.97,0.292061482381413
4.98,0.291503308569211
4.99,0.290946721034256
5.00,0.290391685909502
5.01,0.289838197787646
5.02,0.28928620864791
5.03,0.288735762975343
5.04,0.288186798410853
